"V1" "V2"
"6841" "MUK" 84.582970010088
"6842" "MLT" 84.582970010088
"6843" "MFI" 84.582970010088
"6844" "LBS" 84.582970010088
"6845" "KUA" 84.582970010088
"6846" "KLY" 84.582970010088
"6847" "JEJ" 84.582970010088
"6848" "IYV" 84.582970010088
"6849" "IFT" 84.582970010088
"6850" "GTD" 84.582970010088
"6851" "ESX" 84.582970010088
"6852" "EKH" 84.582970010088
"6853" "EAW" 84.582970010088
"6854" "DZA" 84.582970010088
"6855" "DDD" 84.582970010088
"6856" "DDC" 84.582970010088
"6857" "CYP" 84.582970010088
"6858" "CGR" 84.582970010088
"6859" "BRC" 84.582970010088
"6860" "BME" 84.582970010088
"6861" "AMK" 84.582970010088
"6862" "AHH" 84.582970010088
"6863" "AFK" 84.582970010088
"6864" "ABP" 84.582970010088
"6865" "ZEV" 83.3391028040573
"6866" "XMU" 83.3391028040573
"6867" "XAK" 83.3391028040573
"6868" "WSC" 83.3391028040573
"6869" "UUO" 83.3391028040573
"6870" "UKR" 83.3391028040573
"6871" "UHR" 83.3391028040573
"6872" "UDV" 83.3391028040573
"6873" "TYF" 83.3391028040573
"6874" "TVC" 83.3391028040573
"6875" "RKQ" 83.3391028040573
"6876" "OXP" 83.3391028040573
"6877" "OWD" 83.3391028040573
"6878" "OFP" 83.3391028040573
"6879" "NRP" 83.3391028040573
"6880" "NBC" 83.3391028040573
"6881" "MJU" 83.3391028040573
"6882" "MJA" 83.3391028040573
"6883" "LTX" 83.3391028040573
"6884" "KYW" 83.3391028040573
"6885" "KVA" 83.3391028040573
"6886" "KBA" 83.3391028040573
"6887" "KAW" 83.3391028040573
"6888" "IDZ" 83.3391028040573
"6889" "GYP" 83.3391028040573
"6890" "GTP" 83.3391028040573
"6891" "FTP" 83.3391028040573
"6892" "EVQ" 83.3391028040573
"6893" "DNP" 83.3391028040573
"6894" "DFJ" 83.3391028040573
"6895" "CKT" 83.3391028040573
"6896" "CEÑ" 83.3391028040573
"6897" "CAK" 83.3391028040573
"6898" "BUG" 83.3391028040573
"6899" "BJR" 83.3391028040573
"6900" "YNN" 82.0952355980266
"6901" "XUB" 82.0952355980266
"6902" "TVD" 82.0952355980266
"6903" "SXV" 82.0952355980266
"6904" "SRB" 82.0952355980266
"6905" "SLG" 82.0952355980266
"6906" "OMF" 82.0952355980266
"6907" "NZC" 82.0952355980266
"6908" "ÑUR" 82.0952355980266
"6909" "NGV" 82.0952355980266
"6910" "MPB" 82.0952355980266
"6911" "MGR" 82.0952355980266
"6912" "MCG" 82.0952355980266
"6913" "LGP" 82.0952355980266
"6914" "IBB" 82.0952355980266
"6915" "HNG" 82.0952355980266
"6916" "HNF" 82.0952355980266
"6917" "HBU" 82.0952355980266
"6918" "GYS" 82.0952355980266
"6919" "FJR" 82.0952355980266
"6920" "DNY" 82.0952355980266
"6921" "DCC" 82.0952355980266
"6922" "BNA" 82.0952355980266
"6923" "BCR" 82.0952355980266
"6924" "ZYH" 80.8513683919959
"6925" "YEB" 80.8513683919959
"6926" "VCE" 80.8513683919959
"6927" "VCA" 80.8513683919959
"6928" "UBH" 80.8513683919959
"6929" "SWW" 80.8513683919959
"6930" "RRC" 80.8513683919959
"6931" "MNY" 80.8513683919959
"6932" "JUK" 80.8513683919959
"6933" "ICJ" 80.8513683919959
"6934" "FZE" 80.8513683919959
"6935" "EQA" 80.8513683919959
"6936" "EIH" 80.8513683919959
"6937" "DTD" 80.8513683919959
"6938" "CMU" 80.8513683919959
"6939" "BUB" 80.8513683919959
"6940" "BIK" 80.8513683919959
"6941" "AJN" 80.8513683919959
"6942" "VSA" 79.6075011859652
"6943" "UAK" 79.6075011859652
"6944" "TZL" 79.6075011859652
"6945" "PFC" 79.6075011859652
"6946" "KPN" 79.6075011859652
"6947" "KIH" 79.6075011859652
"6948" "KFO" 79.6075011859652
"6949" "JLA" 79.6075011859652
"6950" "HSC" 79.6075011859652
"6951" "FIZ" 79.6075011859652
"6952" "BFU" 79.6075011859652
"6953" "AOO" 79.6075011859652
"6954" "AHF" 79.6075011859652
"6955" "YML" 78.3636339799345
"6956" "YKU" 78.3636339799345
"6957" "XUL" 78.3636339799345
"6958" "VOK" 78.3636339799345
"6959" "UBG" 78.3636339799345
"6960" "TYU" 78.3636339799345
"6961" "TVO" 78.3636339799345
"6962" "SKL" 78.3636339799345
"6963" "RDW" 78.3636339799345
"6964" "OWY" 78.3636339799345
"6965" "OPJ" 78.3636339799345
"6966" "OEK" 78.3636339799345
"6967" "MFR" 78.3636339799345
"6968" "MFE" 78.3636339799345
"6969" "KYP" 78.3636339799345
"6970" "KUM" 78.3636339799345
"6971" "KKE" 78.3636339799345
"6972" "KKA" 78.3636339799345
"6973" "KJA" 78.3636339799345
"6974" "JIV" 78.3636339799345
"6975" "JIG" 78.3636339799345
"6976" "INW" 78.3636339799345
"6977" "GXI" 78.3636339799345
"6978" "GCR" 78.3636339799345
"6979" "FTC" 78.3636339799345
"6980" "FDI" 78.3636339799345
"6981" "EWJ" 78.3636339799345
"6982" "EUZ" 78.3636339799345
"6983" "DRR" 78.3636339799345
"6984" "CBR" 78.3636339799345
"6985" "CAW" 78.3636339799345
"6986" "BCU" 78.3636339799345
"6987" "AJR" 78.3636339799345
"6988" "AEO" 78.3636339799345
"6989" "YRN" 77.1197667739038
"6990" "YMP" 77.1197667739038
"6991" "XYU" 77.1197667739038
"6992" "XYE" 77.1197667739038
"6993" "WJE" 77.1197667739038
"6994" "TTM" 77.1197667739038
"6995" "TKA" 77.1197667739038
"6996" "SNM" 77.1197667739038
"6997" "SLP" 77.1197667739038
"6998" "QAN" 77.1197667739038
"6999" "PUA" 77.1197667739038
"7000" "OVH" 77.1197667739038
"7001" "NZY" 77.1197667739038
"7002" "NZS" 77.1197667739038
"7003" "NYI" 77.1197667739038
"7004" "NFS" 77.1197667739038
"7005" "LMY" 77.1197667739038
"7006" "KIU" 77.1197667739038
"7007" "JRF" 77.1197667739038
"7008" "IZV" 77.1197667739038
"7009" "IKK" 77.1197667739038
"7010" "IBP" 77.1197667739038
"7011" "HBO" 77.1197667739038
"7012" "EWL" 77.1197667739038
"7013" "EKD" 77.1197667739038
"7014" "EIY" 77.1197667739038
"7015" "BTR" 77.1197667739038
"7016" "BOK" 77.1197667739038
"7017" "YSM" 75.8758995678731
"7018" "XIR" 75.8758995678731
"7019" "XFA" 75.8758995678731
"7020" "XEH" 75.8758995678731
"7021" "XCH" 75.8758995678731
"7022" "VFU" 75.8758995678731
"7023" "UOV" 75.8758995678731
"7024" "TZY" 75.8758995678731
"7025" "STX" 75.8758995678731
"7026" "SBY" 75.8758995678731
"7027" "RZY" 75.8758995678731
"7028" "PFI" 75.8758995678731
"7029" "MNS" 75.8758995678731
"7030" "LTM" 75.8758995678731
"7031" "LNQ" 75.8758995678731
"7032" "KOO" 75.8758995678731
"7033" "KOG" 75.8758995678731
"7034" "ISX" 75.8758995678731
"7035" "IMK" 75.8758995678731
"7036" "IHS" 75.8758995678731
"7037" "IBC" 75.8758995678731
"7038" "GCU" 75.8758995678731
"7039" "FPL" 75.8758995678731
"7040" "EKP" 75.8758995678731
"7041" "CKW" 75.8758995678731
"7042" "CJU" 75.8758995678731
"7043" "BCC" 75.8758995678731
"7044" "ATJ" 75.8758995678731
"7045" "ZSC" 74.6320323618424
"7046" "YYQ" 74.6320323618424
"7047" "YUC" 74.6320323618424
"7048" "WIR" 74.6320323618424
"7049" "UÑU" 74.6320323618424
"7050" "TNV" 74.6320323618424
"7051" "TML" 74.6320323618424
"7052" "TIÑ" 74.6320323618424
"7053" "SLY" 74.6320323618424
"7054" "RMY" 74.6320323618424
"7055" "OMG" 74.6320323618424
"7056" "OGP" 74.6320323618424
"7057" "NPY" 74.6320323618424
"7058" "NKP" 74.6320323618424
"7059" "MYU" 74.6320323618424
"7060" "HSH" 74.6320323618424
"7061" "HLL" 74.6320323618424
"7062" "GYC" 74.6320323618424
"7063" "FTS" 74.6320323618424
"7064" "FSA" 74.6320323618424
"7065" "FOH" 74.6320323618424
"7066" "EWC" 74.6320323618424
"7067" "EJD" 74.6320323618424
"7068" "EHP" 74.6320323618424
"7069" "EGS" 74.6320323618424
"7070" "DCT" 74.6320323618424
"7071" "YCM" 73.3881651558117
"7072" "WQU" 73.3881651558117
"7073" "VTI" 73.3881651558117
"7074" "UUV" 73.3881651558117
"7075" "SPN" 73.3881651558117
"7076" "RSV" 73.3881651558117
"7077" "RLV" 73.3881651558117
"7078" "RGQ" 73.3881651558117
"7079" "PVO" 73.3881651558117
"7080" "PFY" 73.3881651558117
"7081" "PCS" 73.3881651558117
"7082" "OZG" 73.3881651558117
"7083" "OIY" 73.3881651558117
"7084" "LVL" 73.3881651558117
"7085" "KJU" 73.3881651558117
"7086" "KEB" 73.3881651558117
"7087" "IPZ" 73.3881651558117
"7088" "HYM" 73.3881651558117
"7089" "HNT" 73.3881651558117
"7090" "HHI" 73.3881651558117
"7091" "GPU" 73.3881651558117
"7092" "GPI" 73.3881651558117
"7093" "FLY" 73.3881651558117
"7094" "EOW" 73.3881651558117
"7095" "CKV" 73.3881651558117
"7096" "BUÑ" 73.3881651558117
"7097" "BJO" 73.3881651558117
"7098" "BCD" 73.3881651558117
"7099" "AXV" 73.3881651558117
"7100" "AQE" 73.3881651558117
"7101" "ZUA" 72.1442979497809
"7102" "YIL" 72.1442979497809
"7103" "VYC" 72.1442979497809
"7104" "UUF" 72.1442979497809
"7105" "UPH" 72.1442979497809
"7106" "THH" 72.1442979497809
"7107" "SGM" 72.1442979497809
"7108" "QWE" 72.1442979497809
"7109" "ORX" 72.1442979497809
"7110" "OFN" 72.1442979497809
"7111" "NZF" 72.1442979497809
"7112" "MHE" 72.1442979497809
"7113" "LRC" 72.1442979497809
"7114" "JQU" 72.1442979497809
"7115" "IXR" 72.1442979497809
"7116" "INX" 72.1442979497809
"7117" "IGC" 72.1442979497809
"7118" "IEK" 72.1442979497809
"7119" "HYU" 72.1442979497809
"7120" "HNY" 72.1442979497809
"7121" "GNG" 72.1442979497809
"7122" "GJR" 72.1442979497809
"7123" "ECV" 72.1442979497809
"7124" "CZA" 72.1442979497809
"7125" "CTV" 72.1442979497809
"7126" "CFD" 72.1442979497809
"7127" "BYP" 72.1442979497809
"7128" "AXX" 72.1442979497809
"7129" "AXB" 72.1442979497809
"7130" "XLO" 70.9004307437502
"7131" "VNI" 70.9004307437502
"7132" "TTG" 70.9004307437502
"7133" "TNF" 70.9004307437502
"7134" "QAD" 70.9004307437502
"7135" "PSY" 70.9004307437502
"7136" "OJC" 70.9004307437502
"7137" "ODM" 70.9004307437502
"7138" "LNF" 70.9004307437502
"7139" "LKG" 70.9004307437502
"7140" "JDO" 70.9004307437502
"7141" "IVS" 70.9004307437502
"7142" "IMH" 70.9004307437502
"7143" "HNR" 70.9004307437502
"7144" "HCI" 70.9004307437502
"7145" "GOK" 70.9004307437502
"7146" "GIH" 70.9004307437502
"7147" "GBY" 70.9004307437502
"7148" "FFS" 70.9004307437502
"7149" "EYW" 70.9004307437502
"7150" "DSQ" 70.9004307437502
"7151" "DRV" 70.9004307437502
"7152" "CIH" 70.9004307437502
"7153" "CHG" 70.9004307437502
"7154" "AQA" 70.9004307437502
"7155" "AIQ" 70.9004307437502
"7156" "YZU" 69.6565635377195
"7157" "YYT" 69.6565635377195
"7158" "XSA" 69.6565635377195
"7159" "XCR" 69.6565635377195
"7160" "XBO" 69.6565635377195
"7161" "WAP" 69.6565635377195
"7162" "VRO" 69.6565635377195
"7163" "VRA" 69.6565635377195
"7164" "UOJ" 69.6565635377195
"7165" "TZD" 69.6565635377195
"7166" "SNY" 69.6565635377195
"7167" "QAL" 69.6565635377195
"7168" "OKY" 69.6565635377195
"7169" "OKH" 69.6565635377195
"7170" "MVP" 69.6565635377195
"7171" "LSF" 69.6565635377195
"7172" "LMT" 69.6565635377195
"7173" "LFC" 69.6565635377195
"7174" "KYR" 69.6565635377195
"7175" "KTE" 69.6565635377195
"7176" "KPU" 69.6565635377195
"7177" "KEH" 69.6565635377195
"7178" "JPO" 69.6565635377195
"7179" "HYT" 69.6565635377195
"7180" "GSH" 69.6565635377195
"7181" "GJI" 69.6565635377195
"7182" "GFR" 69.6565635377195
"7183" "GAW" 69.6565635377195
"7184" "DVU" 69.6565635377195
"7185" "DCF" 69.6565635377195
"7186" "CKU" 69.6565635377195
"7187" "BYC" 69.6565635377195
"7188" "AUJ" 69.6565635377195
"7189" "ADK" 69.6565635377195
"7190" "YSZ" 68.4126963316888
"7191" "XYA" 68.4126963316888
"7192" "XHU" 68.4126963316888
"7193" "VLK" 68.4126963316888
"7194" "UNX" 68.4126963316888
"7195" "TNQ" 68.4126963316888
"7196" "TKI" 68.4126963316888
"7197" "SGN" 68.4126963316888
"7198" "SEW" 68.4126963316888
"7199" "RCF" 68.4126963316888
"7200" "OVR" 68.4126963316888
"7201" "NXA" 68.4126963316888
"7202" "NVH" 68.4126963316888
"7203" "NNQ" 68.4126963316888
"7204" "MVD" 68.4126963316888
"7205" "MCB" 68.4126963316888
"7206" "JND" 68.4126963316888
"7207" "IUJ" 68.4126963316888
"7208" "IGD" 68.4126963316888
"7209" "HYO" 68.4126963316888
"7210" "HTU" 68.4126963316888
"7211" "HFI" 68.4126963316888
"7212" "GTS" 68.4126963316888
"7213" "FKA" 68.4126963316888
"7214" "FJN" 68.4126963316888
"7215" "FFY" 68.4126963316888
"7216" "FFD" 68.4126963316888
"7217" "CUH" 68.4126963316888
"7218" "CBD" 68.4126963316888
"7219" "APF" 68.4126963316888
"7220" "AHJ" 68.4126963316888
"7221" "AEW" 68.4126963316888
"7222" "ZEK" 67.1688291256581
"7223" "YYR" 67.1688291256581
"7224" "XXC" 67.1688291256581
"7225" "WSW" 67.1688291256581
"7226" "WAM" 67.1688291256581
"7227" "VYS" 67.1688291256581
"7228" "TSV" 67.1688291256581
"7229" "TPL" 67.1688291256581
"7230" "SCY" 67.1688291256581
"7231" "RFC" 67.1688291256581
"7232" "PJO" 67.1688291256581
"7233" "PJD" 67.1688291256581
"7234" "ODP" 67.1688291256581
"7235" "NNL" 67.1688291256581
"7236" "MZI" 67.1688291256581
"7237" "LCP" 67.1688291256581
"7238" "KUP" 67.1688291256581
"7239" "KMI" 67.1688291256581
"7240" "KHL" 67.1688291256581
"7241" "JPM" 67.1688291256581
"7242" "IVY" 67.1688291256581
"7243" "FYA" 67.1688291256581
"7244" "FCE" 67.1688291256581
"7245" "EKT" 67.1688291256581
"7246" "EHN" 67.1688291256581
"7247" "CYB" 67.1688291256581
"7248" "CMP" 67.1688291256581
"7249" "BJP" 67.1688291256581
"7250" "ABJ" 67.1688291256581
"7251" "YSD" 65.9249619196274
"7252" "XOM" 65.9249619196274
"7253" "WNI" 65.9249619196274
"7254" "WHO" 65.9249619196274
"7255" "TYB" 65.9249619196274
"7256" "TLU" 65.9249619196274
"7257" "SKR" 65.9249619196274
"7258" "SBB" 65.9249619196274
"7259" "RDV" 65.9249619196274
"7260" "OXL" 65.9249619196274
"7261" "OVM" 65.9249619196274
"7262" "MWE" 65.9249619196274
"7263" "MWA" 65.9249619196274
"7264" "MCI" 65.9249619196274
"7265" "KYM" 65.9249619196274
"7266" "KMO" 65.9249619196274
"7267" "JGA" 65.9249619196274
"7268" "ISW" 65.9249619196274
"7269" "IPD" 65.9249619196274
"7270" "HYR" 65.9249619196274
"7271" "HUK" 65.9249619196274
"7272" "FUK" 65.9249619196274
"7273" "EGY" 65.9249619196274
"7274" "DDR" 65.9249619196274
"7275" "CFH" 65.9249619196274
"7276" "CBC" 65.9249619196274
"7277" "BUP" 65.9249619196274
"7278" "AZB" 65.9249619196274
"7279" "AWN" 65.9249619196274
"7280" "ATW" 65.9249619196274
"7281" "AFQ" 65.9249619196274
"7282" "ZNY" 64.6810947135967
"7283" "YRP" 64.6810947135967
"7284" "YEY" 64.6810947135967
"7285" "XIY" 64.6810947135967
"7286" "XIK" 64.6810947135967
"7287" "WLA" 64.6810947135967
"7288" "VSU" 64.6810947135967
"7289" "VCU" 64.6810947135967
"7290" "VAK" 64.6810947135967
"7291" "UZF" 64.6810947135967
"7292" "TZP" 64.6810947135967
"7293" "TYQ" 64.6810947135967
"7294" "SCB" 64.6810947135967
"7295" "RNJ" 64.6810947135967
"7296" "RHD" 64.6810947135967
"7297" "OTQ" 64.6810947135967
"7298" "OTG" 64.6810947135967
"7299" "OPG" 64.6810947135967
"7300" "NRB" 64.6810947135967
"7301" "MNC" 64.6810947135967
"7302" "MNB" 64.6810947135967
"7303" "LZQ" 64.6810947135967
"7304" "LNL" 64.6810947135967
"7305" "LFY" 64.6810947135967
"7306" "KGE" 64.6810947135967
"7307" "KAJ" 64.6810947135967
"7308" "IXM" 64.6810947135967
"7309" "GVI" 64.6810947135967
"7310" "FYL" 64.6810947135967
"7311" "FFU" 64.6810947135967
"7312" "DUK" 64.6810947135967
"7313" "DJR" 64.6810947135967
"7314" "BSD" 64.6810947135967
"7315" "AYW" 64.6810947135967
"7316" "AXS" 64.6810947135967
"7317" "ZUT" 63.437227507566
"7318" "YNT" 63.437227507566
"7319" "YNM" 63.437227507566
"7320" "XAQ" 63.437227507566
"7321" "WWS" 63.437227507566
"7322" "WTO" 63.437227507566
"7323" "VUC" 63.437227507566
"7324" "SUW" 63.437227507566
"7325" "SNP" 63.437227507566
"7326" "SNB" 63.437227507566
"7327" "RTK" 63.437227507566
"7328" "RRS" 63.437227507566
"7329" "PMI" 63.437227507566
"7330" "PMG" 63.437227507566
"7331" "PLP" 63.437227507566
"7332" "PGU" 63.437227507566
"7333" "PFQ" 63.437227507566
"7334" "NZP" 63.437227507566
"7335" "NVR" 63.437227507566
"7336" "NKT" 63.437227507566
"7337" "NKC" 63.437227507566
"7338" "LMR" 63.437227507566
"7339" "KUY" 63.437227507566
"7340" "GSY" 63.437227507566
"7341" "GHL" 63.437227507566
"7342" "FYE" 63.437227507566
"7343" "FNA" 63.437227507566
"7344" "EYZ" 63.437227507566
"7345" "EGQ" 63.437227507566
"7346" "CLL" 63.437227507566
"7347" "CKX" 63.437227507566
"7348" "BCP" 63.437227507566
"7349" "BBU" 63.437227507566
"7350" "AUK" 63.437227507566
"7351" "AKF" 63.437227507566
"7352" "ZZU" 62.1933603015353
"7353" "ZPL" 62.1933603015353
"7354" "ZKY" 62.1933603015353
"7355" "YUB" 62.1933603015353
"7356" "WKI" 62.1933603015353
"7357" "VUD" 62.1933603015353
"7358" "VDO" 62.1933603015353
"7359" "UZJ" 62.1933603015353
"7360" "UTP" 62.1933603015353
"7361" "UDG" 62.1933603015353
"7362" "TZF" 62.1933603015353
"7363" "TDC" 62.1933603015353
"7364" "TCC" 62.1933603015353
"7365" "STJ" 62.1933603015353
"7366" "SSW" 62.1933603015353
"7367" "SRD" 62.1933603015353
"7368" "SMQ" 62.1933603015353
"7369" "RYW" 62.1933603015353
"7370" "RUQ" 62.1933603015353
"7371" "PME" 62.1933603015353
"7372" "PDS" 62.1933603015353
"7373" "OVT" 62.1933603015353
"7374" "OKP" 62.1933603015353
"7375" "OIO" 62.1933603015353
"7376" "ODW" 62.1933603015353
"7377" "MTH" 62.1933603015353
"7378" "LPJ" 62.1933603015353
"7379" "KWE" 62.1933603015353
"7380" "KPM" 62.1933603015353
"7381" "KCU" 62.1933603015353
"7382" "JAX" 62.1933603015353
"7383" "IKL" 62.1933603015353
"7384" "HFE" 62.1933603015353
"7385" "GSP" 62.1933603015353
"7386" "FEJ" 62.1933603015353
"7387" "EUY" 62.1933603015353
"7388" "EPD" 62.1933603015353
"7389" "EBP" 62.1933603015353
"7390" "DFL" 62.1933603015353
"7391" "CUQ" 62.1933603015353
"7392" "CCT" 62.1933603015353
"7393" "BMI" 62.1933603015353
"7394" "BHT" 62.1933603015353
"7395" "AVN" 62.1933603015353
"7396" "AHV" 62.1933603015353
"7397" "AGY" 62.1933603015353
"7398" "AFY" 62.1933603015353
"7399" "ZUZ" 60.9494930955046
"7400" "YLY" 60.9494930955046
"7401" "YIT" 60.9494930955046
"7402" "XSI" 60.9494930955046
"7403" "XIP" 60.9494930955046
"7404" "TWW" 60.9494930955046
"7405" "THQ" 60.9494930955046
"7406" "SSK" 60.9494930955046
"7407" "PSP" 60.9494930955046
"7408" "PFP" 60.9494930955046
"7409" "PCH" 60.9494930955046
"7410" "OXC" 60.9494930955046
"7411" "OWC" 60.9494930955046
"7412" "OUQ" 60.9494930955046
"7413" "NNB" 60.9494930955046
"7414" "NKF" 60.9494930955046
"7415" "MYH" 60.9494930955046
"7416" "MYF" 60.9494930955046
"7417" "LSV" 60.9494930955046
"7418" "LCC" 60.9494930955046
"7419" "KIJ" 60.9494930955046
"7420" "IYX" 60.9494930955046
"7421" "IMV" 60.9494930955046
"7422" "IFS" 60.9494930955046
"7423" "HUJ" 60.9494930955046
"7424" "HKE" 60.9494930955046
"7425" "HJU" 60.9494930955046
"7426" "HBL" 60.9494930955046
"7427" "GKA" 60.9494930955046
"7428" "GAK" 60.9494930955046
"7429" "FRR" 60.9494930955046
"7430" "FOJ" 60.9494930955046
"7431" "ENX" 60.9494930955046
"7432" "EHS" 60.9494930955046
"7433" "DGI" 60.9494930955046
"7434" "CSY" 60.9494930955046
"7435" "CKF" 60.9494930955046
"7436" "BGA" 60.9494930955046
"7437" "YTV" 59.7056258894739
"7438" "YLK" 59.7056258894739
"7439" "XEG" 59.7056258894739
"7440" "XAH" 59.7056258894739
"7441" "WSA" 59.7056258894739
"7442" "WIG" 59.7056258894739
"7443" "WET" 59.7056258894739
"7444" "WEG" 59.7056258894739
"7445" "VYP" 59.7056258894739
"7446" "VUR" 59.7056258894739
"7447" "VPI" 59.7056258894739
"7448" "VEX" 59.7056258894739
"7449" "SMP" 59.7056258894739
"7450" "RRP" 59.7056258894739
"7451" "RRG" 59.7056258894739
"7452" "RMM" 59.7056258894739
"7453" "RKJ" 59.7056258894739
"7454" "PZC" 59.7056258894739
"7455" "PPG" 59.7056258894739
"7456" "PBA" 59.7056258894739
"7457" "OWM" 59.7056258894739
"7458" "OWH" 59.7056258894739
"7459" "OUH" 59.7056258894739
"7460" "OJL" 59.7056258894739
"7461" "NPN" 59.7056258894739
"7462" "NFP" 59.7056258894739
"7463" "MNL" 59.7056258894739
"7464" "JPE" 59.7056258894739
"7465" "IKD" 59.7056258894739
"7466" "HGE" 59.7056258894739
"7467" "GYU" 59.7056258894739
"7468" "FSO" 59.7056258894739
"7469" "FFC" 59.7056258894739
"7470" "FEÑ" 59.7056258894739
"7471" "EUA" 59.7056258894739
"7472" "EPF" 59.7056258894739
"7473" "EJS" 59.7056258894739
"7474" "EHT" 59.7056258894739
"7475" "EFM" 59.7056258894739
"7476" "BWE" 59.7056258894739
"7477" "BCI" 59.7056258894739
"7478" "AWD" 59.7056258894739
"7479" "AGB" 59.7056258894739
"7480" "XMO" 58.4617586834432
"7481" "WWM" 58.4617586834432
"7482" "VIJ" 58.4617586834432
"7483" "UOU" 58.4617586834432
"7484" "TYY" 58.4617586834432
"7485" "SZK" 58.4617586834432
"7486" "SXX" 58.4617586834432
"7487" "RZB" 58.4617586834432
"7488" "RMP" 58.4617586834432
"7489" "RFT" 58.4617586834432
"7490" "RDK" 58.4617586834432
"7491" "PMU" 58.4617586834432
"7492" "ODT" 58.4617586834432
"7493" "OBH" 58.4617586834432
"7494" "NLP" 58.4617586834432
"7495" "ÑEL" 58.4617586834432
"7496" "MZA" 58.4617586834432
"7497" "MRS" 58.4617586834432
"7498" "LNV" 58.4617586834432
"7499" "KSC" 58.4617586834432
"7500" "KOQ" 58.4617586834432
"7501" "IYY" 58.4617586834432
"7502" "IUF" 58.4617586834432
"7503" "GPS" 58.4617586834432
"7504" "FTY" 58.4617586834432
"7505" "EFD" 58.4617586834432
"7506" "DWO" 58.4617586834432
"7507" "DPS" 58.4617586834432
"7508" "CUZ" 58.4617586834432
"7509" "CCF" 58.4617586834432
"7510" "BVY" 58.4617586834432
"7511" "BJA" 58.4617586834432
"7512" "AKB" 58.4617586834432
"7513" "AFM" 58.4617586834432
"7514" "ZUS" 57.2178914774125
"7515" "YTP" 57.2178914774125
"7516" "YIB" 57.2178914774125
"7517" "XYS" 57.2178914774125
"7518" "WYS" 57.2178914774125
"7519" "WIA" 57.2178914774125
"7520" "VTE" 57.2178914774125
"7521" "VPU" 57.2178914774125
"7522" "TTQ" 57.2178914774125
"7523" "TSL" 57.2178914774125
"7524" "THK" 57.2178914774125
"7525" "SCT" 57.2178914774125
"7526" "RUK" 57.2178914774125
"7527" "RKF" 57.2178914774125
"7528" "RHY" 57.2178914774125
"7529" "QUR" 57.2178914774125
"7530" "PML" 57.2178914774125
"7531" "PDO" 57.2178914774125
"7532" "OXS" 57.2178914774125
"7533" "NSW" 57.2178914774125
"7534" "LVC" 57.2178914774125
"7535" "LTY" 57.2178914774125
"7536" "LLW" 57.2178914774125
"7537" "LFH" 57.2178914774125
"7538" "LCM" 57.2178914774125
"7539" "IVL" 57.2178914774125
"7540" "HJR" 57.2178914774125
"7541" "HJA" 57.2178914774125
"7542" "GSB" 57.2178914774125
"7543" "GHG" 57.2178914774125
"7544" "FIV" 57.2178914774125
"7545" "FHO" 57.2178914774125
"7546" "EWW" 57.2178914774125
"7547" "EMV" 57.2178914774125
"7548" "EMG" 57.2178914774125
"7549" "EJP" 57.2178914774125
"7550" "DPB" 57.2178914774125
"7551" "DNQ" 57.2178914774125
"7552" "DFS" 57.2178914774125
"7553" "BFI" 57.2178914774125
"7554" "BBO" 57.2178914774125
"7555" "AXP" 57.2178914774125
"7556" "AOZ" 57.2178914774125
"7557" "AKK" 57.2178914774125
"7558" "AJV" 57.2178914774125
"7559" "ZZD" 55.9740242713818
"7560" "ZEQ" 55.9740242713818
"7561" "ZEB" 55.9740242713818
"7562" "YPN" 55.9740242713818
"7563" "YJI" 55.9740242713818
"7564" "XEO" 55.9740242713818
"7565" "VFI" 55.9740242713818
"7566" "UOG" 55.9740242713818
"7567" "UÑI" 55.9740242713818
"7568" "TVP" 55.9740242713818
"7569" "SHG" 55.9740242713818
"7570" "RYI" 55.9740242713818
"7571" "RLB" 55.9740242713818
"7572" "PHB" 55.9740242713818
"7573" "PFO" 55.9740242713818
"7574" "OOX" 55.9740242713818
"7575" "OKC" 55.9740242713818
"7576" "OHS" 55.9740242713818
"7577" "NVT" 55.9740242713818
"7578" "NLS" 55.9740242713818
"7579" "NLC" 55.9740242713818
"7580" "NFC" 55.9740242713818
"7581" "ÑAZ" 55.9740242713818
"7582" "LVD" 55.9740242713818
"7583" "LPM" 55.9740242713818
"7584" "IUI" 55.9740242713818
"7585" "IKY" 55.9740242713818
"7586" "HNW" 55.9740242713818
"7587" "GWO" 55.9740242713818
"7588" "GSD" 55.9740242713818
"7589" "FFT" 55.9740242713818
"7590" "FDP" 55.9740242713818
"7591" "EDZ" 55.9740242713818
"7592" "DKE" 55.9740242713818
"7593" "DJS" 55.9740242713818
"7594" "CYJ" 55.9740242713818
"7595" "CTS" 55.9740242713818
"7596" "CIY" 55.9740242713818
"7597" "CIÑ" 55.9740242713818
"7598" "CGT" 55.9740242713818
"7599" "CGO" 55.9740242713818
"7600" "CGE" 55.9740242713818
"7601" "CDS" 55.9740242713818
"7602" "AJD" 55.9740242713818
"7603" "ZIQ" 54.7301570653511
"7604" "XYL" 54.7301570653511
"7605" "XXH" 54.7301570653511
"7606" "XXA" 54.7301570653511
"7607" "USW" 54.7301570653511
"7608" "UAÑ" 54.7301570653511
"7609" "THW" 54.7301570653511
"7610" "SPC" 54.7301570653511
"7611" "QAS" 54.7301570653511
"7612" "PTS" 54.7301570653511
"7613" "PIJ" 54.7301570653511
"7614" "NZR" 54.7301570653511
"7615" "NPD" 54.7301570653511
"7616" "NBY" 54.7301570653511
